0.100000000000000005551115123126	0.00373662185302237048745155334473
0.0100000000000000002081668171172	0.00373662185302237048745155334473
0.00100000000000000002081668171172	0.000116899787826696410775184631348
0.000100000000000000004792173602386	3.65515188605058938264846801758e-06
1.00000000000000008180305391403e-05	3.65515188605058938264846801758e-06
1.00000000000000016650634863946e-06	1.14258000394329428672790527344e-07
1.00000000000000021944590784286e-07	3.56885720975697040557861328125e-09
1.00000000000000018635868334073e-08	3.56885720975697040557861328125e-09
1.00000000000000026907674459604e-09	1.0550138540565967559814453125e-10
1.00000000000000029492613873832e-10	1.818989403545856475830078125e-12
1.00000000000000026261439606047e-11	1.818989403545856475830078125e-12
